territory_code_full,territory_code_numeric,territory_code_ine,name,level,level_code,district_code,district_name,municipality_code,municipality_name,parish_code,parish_name,region
LOCAL-081102,081102,081102,Mexilhoeira Grande,freguesia,7,LOCAL-080000,Faro,LOCAL-081100,Portimão,LOCAL-081102,Mexilhoeira Grande,Algarve
LOCAL-081103,081103,081103,Portimão,freguesia,7,LOCAL-080000,Faro,LOCAL-081100,Portimão,LOCAL-081103,Portimão,Algarve
LOCAL-081309,081309,081309,Alcantarilha e Pêra,freguesia,7,LOCAL-080000,Faro,LOCAL-081300,Silves,LOCAL-081309,Alcantarilha e Pêra,Algarve
LOCAL-081310,081310,081310,Algoz e Tunes,freguesia,7,LOCAL-080000,Faro,LOCAL-081300,Silves,LOCAL-081310,Algoz e Tunes,Algarve
LOCAL-081303,081303,081303,Armação de Pêra,freguesia,7,LOCAL-080000,Faro,LOCAL-081300,Silves,LOCAL-081303,Armação de Pêra,Algarve
LOCAL-081307,081307,081307,Silves,freguesia,7,LOCAL-080000,Faro,LOCAL-081300,Silves,LOCAL-081307,Silves,Algarve
LOCAL-081305,081305,081305,São Bartolomeu de Messines,freguesia,7,LOCAL-080000,Faro,LOCAL-081300,Silves,LOCAL-081305,São Bartolomeu de Messines,Algarve
LOCAL-081306,081306,081306,São Marcos da Serra,freguesia,7,LOCAL-080000,Faro,LOCAL-081300,Silves,LOCAL-081306,São Marcos da Serra,Algarve
LOCAL-081201,081201,081201,São Brás de Alportel,freguesia,7,LOCAL-080000,Faro,LOCAL-081200,São Brás de Alportel,LOCAL-081201,São Brás de Alportel,Algarve
LOCAL-081401,081401,081401,Cachopo,freguesia,7,LOCAL-080000,Faro,LOCAL-081400,Tavira,LOCAL-081401,Cachopo,Algarve
LOCAL-081410,081410,081410,Conceição e Cabanas de Tavira,freguesia,7,LOCAL-080000,Faro,LOCAL-081400,Tavira,LOCAL-081410,Conceição e Cabanas de Tavira,Algarve
LOCAL-081411,081411,081411,Luz de Tavira e Santo Estêvão,freguesia,7,LOCAL-080000,Faro,LOCAL-081400,Tavira,LOCAL-081411,Luz de Tavira e Santo Estêvão,Algarve
LOCAL-081404,081404,081404,Santa Catarina da Fonte do Bispo,freguesia,7,LOCAL-080000,Faro,LOCAL-081400,Tavira,LOCAL-081404,Santa Catarina da Fonte do Bispo,Algarve
LOCAL-081408,081408,081408,Santa Luzia,freguesia,7,LOCAL-080000,Faro,LOCAL-081400,Tavira,LOCAL-081408,Santa Luzia,Algarve
LOCAL-081412,081412,081412,Tavira (Santa Maria e Santiago),freguesia,7,LOCAL-080000,Faro,LOCAL-081400,Tavira,LOCAL-081412,Tavira (Santa Maria e Santiago),Algarve
LOCAL-081603,081603,081603,Monte Gordo,freguesia,7,LOCAL-080000,Faro,LOCAL-081600,Vila Real de Santo António,LOCAL-081603,Monte Gordo,Algarve
LOCAL-081601,081601,081601,Vila Nova de Cacela,freguesia,7,LOCAL-080000,Faro,LOCAL-081600,Vila Real de Santo António,LOCAL-081601,Vila Nova de Cacela,Algarve
LOCAL-081602,081602,081602,Vila Real de Santo António,freguesia,7,LOCAL-080000,Faro,LOCAL-081600,Vila Real de Santo António,LOCAL-081602,Vila Real de Santo António,Algarve
LOCAL-081501,081501,081501,Barão de São Miguel,freguesia,7,LOCAL-080000,Faro,LOCAL-081500,Vila do Bispo,LOCAL-081501,Barão de São Miguel,Algarve
LOCAL-081502,081502,081502,Budens,freguesia,7,LOCAL-080000,Faro,LOCAL-081500,Vila do Bispo,LOCAL-081502,Budens,Algarve
LOCAL-081504,081504,081504,Sagres,freguesia,7,LOCAL-080000,Faro,LOCAL-081500,Vila do Bispo,LOCAL-081504,Sagres,Algarve
LOCAL-081506,081506,081506,Vila do Bispo e Raposeira,freguesia,7,LOCAL-080000,Faro,LOCAL-081500,Vila do Bispo,LOCAL-081506,Vila do Bispo e Raposeira,Algarve
LOCAL-090114,090114,090114,Aguiar da Beira e Coruche,freguesia,7,LOCAL-090000,Guarda,LOCAL-090100,Aguiar da Beira,LOCAL-090114,Aguiar da Beira e Coruche,Centro
LOCAL-090102,090102,090102,Carapito,freguesia,7,LOCAL-090000,Guarda,LOCAL-090100,Aguiar da Beira,LOCAL-090102,Carapito,Centro
LOCAL-090103,090103,090103,Cortiçada,freguesia,7,LOCAL-090000,Guarda,LOCAL-090100,Aguiar da Beira,LOCAL-090103,Cortiçada,Centro
LOCAL-090105,090105,090105,Dornelas,freguesia,7,LOCAL-090000,Guarda,LOCAL-090100,Aguiar da Beira,LOCAL-090105,Dornelas,Centro
LOCAL-090106,090106,090106,Eirado,freguesia,7,LOCAL-090000,Guarda,LOCAL-090100,Aguiar da Beira,LOCAL-090106,Eirado,Centro
LOCAL-090107,090107,090107,Forninhos,freguesia,7,LOCAL-090000,Guarda,LOCAL-090100,Aguiar da Beira,LOCAL-090107,Forninhos,Centro
LOCAL-090109,090109,090109,Pena Verde,freguesia,7,LOCAL-090000,Guarda,LOCAL-090100,Aguiar da Beira,LOCAL-090109,Pena Verde,Centro
LOCAL-090110,090110,090110,Pinheiro,freguesia,7,LOCAL-090000,Guarda,LOCAL-090100,Aguiar da Beira,LOCAL-090110,Pinheiro,Centro
LOCAL-090115,090115,090115,Sequeiros e Gradiz,freguesia,7,LOCAL-090000,Guarda,LOCAL-090100,Aguiar da Beira,LOCAL-090115,Sequeiros e Gradiz,Centro
LOCAL-090116,090116,090116,Souto de Aguiar da Beira e Valverde,freguesia,7,LOCAL-090000,Guarda,LOCAL-090100,Aguiar da Beira,LOCAL-090116,Souto de Aguiar da Beira e Valverde,Centro
LOCAL-090203,090203,090203,Almeida,freguesia,7,LOCAL-090000,Guarda,LOCAL-090200,Almeida,LOCAL-090203,Almeida,Centro
LOCAL-090230,090230,090230,"Amoreira, Parada e Cabreira",freguesia,7,LOCAL-090000,Guarda,LOCAL-090200,Almeida,LOCAL-090230,"Amoreira, Parada e Cabreira",Centro
LOCAL-090231,090231,090231,"Azinhal, Peva e Valverde",freguesia,7,LOCAL-090000,Guarda,LOCAL-090200,Almeida,LOCAL-090231,"Azinhal, Peva e Valverde",Centro
LOCAL-090207,090207,090207,Castelo Bom,freguesia,7,LOCAL-090000,Guarda,LOCAL-090200,Almeida,LOCAL-090207,Castelo Bom,Centro
LOCAL-090232,090232,090232,"Castelo Mendo, Ade, Monteperobolso e Mesquitela",freguesia,7,LOCAL-090000,Guarda,LOCAL-090200,Almeida,LOCAL-090232,"Castelo Mendo, Ade, Monteperobolso e Mesquitela",Centro
LOCAL-090209,090209,090209,Freineda,freguesia,7,LOCAL-090000,Guarda,LOCAL-090200,Almeida,LOCAL-090209,Freineda,Centro
LOCAL-090210,090210,090210,Freixo,freguesia,7,LOCAL-090000,Guarda,LOCAL-090200,Almeida,LOCAL-090210,Freixo,Centro
LOCAL-090233,090233,090233,Junça e Naves,freguesia,7,LOCAL-090000,Guarda,LOCAL-090200,Almeida,LOCAL-090233,Junça e Naves,Centro
LOCAL-090234,090234,090234,"Leomil, Mido, Senouras e Aldeia Nova",freguesia,7,LOCAL-090000,Guarda,LOCAL-090200,Almeida,LOCAL-090234,"Leomil, Mido, Senouras e Aldeia Nova",Centro
LOCAL-090213,090213,090213,Malhada Sorda,freguesia,7,LOCAL-090000,Guarda,LOCAL-090200,Almeida,LOCAL-090213,Malhada Sorda,Centro
LOCAL-090235,090235,090235,Malpartida e Vale de Coelha,freguesia,7,LOCAL-090000,Guarda,LOCAL-090200,Almeida,LOCAL-090235,Malpartida e Vale de Coelha,Centro
LOCAL-090236,090236,090236,Miuzela e Porto de Ovelha,freguesia,7,LOCAL-090000,Guarda,LOCAL-090200,Almeida,LOCAL-090236,Miuzela e Porto de Ovelha,Centro
LOCAL-090219,090219,090219,Nave de Haver,freguesia,7,LOCAL-090000,Guarda,LOCAL-090200,Almeida,LOCAL-090219,Nave de Haver,Centro
LOCAL-090224,090224,090224,São Pedro de Rio Seco,freguesia,7,LOCAL-090000,Guarda,LOCAL-090200,Almeida,LOCAL-090224,São Pedro de Rio Seco,Centro
LOCAL-090227,090227,090227,Vale da Mula,freguesia,7,LOCAL-090000,Guarda,LOCAL-090200,Almeida,LOCAL-090227,Vale da Mula,Centro
LOCAL-090229,090229,090229,Vilar Formoso,freguesia,7,LOCAL-090000,Guarda,LOCAL-090200,Almeida,LOCAL-090229,Vilar Formoso,Centro
LOCAL-090323,090323,090323,Açores e Velosa,freguesia,7,LOCAL-090000,Guarda,LOCAL-090300,Celorico da Beira,LOCAL-090323,Açores e Velosa,Centro
LOCAL-090302,090302,090302,Baraçal,freguesia,7,LOCAL-090000,Guarda,LOCAL-090300,Celorico da Beira,LOCAL-090302,Baraçal,Centro
LOCAL-090304,090304,090304,Carrapichana,freguesia,7,LOCAL-090000,Guarda,LOCAL-090300,Celorico da Beira,LOCAL-090304,Carrapichana,Centro
LOCAL-090322,090322,090322,Casas do Soeiro,freguesia,7,LOCAL-090000,Guarda,LOCAL-090300,Celorico da Beira,LOCAL-090322,Casas do Soeiro,Centro
LOCAL-090325,090325,090325,"Cortiçô da Serra, Vide entre Vinhas e Salgueirais",freguesia,7,LOCAL-090000,Guarda,LOCAL-090300,Celorico da Beira,LOCAL-090325,"Cortiçô da Serra, Vide entre Vinhas e Salgueirais",Centro
LOCAL-090306,090306,090306,Forno Telheiro,freguesia,7,LOCAL-090000,Guarda,LOCAL-090300,Celorico da Beira,LOCAL-090306,Forno Telheiro,Centro
LOCAL-090307,090307,090307,Lajeosa do Mondego,freguesia,7,LOCAL-090000,Guarda,LOCAL-090300,Celorico da Beira,LOCAL-090307,Lajeosa do Mondego,Centro
LOCAL-090308,090308,090308,Linhares,freguesia,7,LOCAL-090000,Guarda,LOCAL-090300,Celorico da Beira,LOCAL-090308,Linhares,Centro
LOCAL-090309,090309,090309,Maçal do Chão,freguesia,7,LOCAL-090000,Guarda,LOCAL-090300,Celorico da Beira,LOCAL-090309,Maçal do Chão,Centro
LOCAL-090310,090310,090310,Mesquitela,freguesia,7,LOCAL-090000,Guarda,LOCAL-090300,Celorico da Beira,LOCAL-090310,Mesquitela,Centro
LOCAL-090311,090311,090311,Minhocal,freguesia,7,LOCAL-090000,Guarda,LOCAL-090300,Celorico da Beira,LOCAL-090311,Minhocal,Centro
LOCAL-090312,090312,090312,Prados,freguesia,7,LOCAL-090000,Guarda,LOCAL-090300,Celorico da Beira,LOCAL-090312,Prados,Centro
LOCAL-090326,090326,090326,Rapa e Cadafaz,freguesia,7,LOCAL-090000,Guarda,LOCAL-090300,Celorico da Beira,LOCAL-090326,Rapa e Cadafaz,Centro
LOCAL-090314,090314,090314,Ratoeira,freguesia,7,LOCAL-090000,Guarda,LOCAL-090300,Celorico da Beira,LOCAL-090314,Ratoeira,Centro
LOCAL-090324,090324,090324,São Pedro e Santa Maria e Vila Boa do Mondego,freguesia,7,LOCAL-090000,Guarda,LOCAL-090300,Celorico da Beira,LOCAL-090324,São Pedro e Santa Maria e Vila Boa do Mondego,Centro
LOCAL-090318,090318,090318,Vale de Azares,freguesia,7,LOCAL-090000,Guarda,LOCAL-090300,Celorico da Beira,LOCAL-090318,Vale de Azares,Centro
LOCAL-090418,090418,090418,"Algodres, Vale de Afonsinho e Vilar de Amargo",freguesia,7,LOCAL-090000,Guarda,LOCAL-090400,Figueira de Castelo Rodrigo,LOCAL-090418,"Algodres, Vale de Afonsinho e Vilar de Amargo",Centro
LOCAL-090419,090419,090419,Almofala e Escarigo,freguesia,7,LOCAL-090000,Guarda,LOCAL-090400,Figueira de Castelo Rodrigo,LOCAL-090419,Almofala e Escarigo,Centro
LOCAL-090403,090403,090403,Castelo Rodrigo,freguesia,7,LOCAL-090000,Guarda,LOCAL-090400,Figueira de Castelo Rodrigo,LOCAL-090403,Castelo Rodrigo,Centro
LOCAL-090420,090420,090420,Cinco Vilas e Reigada,freguesia,7,LOCAL-090000,Guarda,LOCAL-090400,Figueira de Castelo Rodrigo,LOCAL-090420,Cinco Vilas e Reigada,Centro
LOCAL-090422,090422,090422,Colmeal e Vilar Torpim,freguesia,7,LOCAL-090000,Guarda,LOCAL-090400,Figueira de Castelo Rodrigo,LOCAL-090422,Colmeal e Vilar Torpim,Centro
LOCAL-090406,090406,090406,Escalhão,freguesia,7,LOCAL-090000,Guarda,LOCAL-090400,Figueira de Castelo Rodrigo,LOCAL-090406,Escalhão,Centro
LOCAL-090408,090408,090408,Figueira de Castelo Rodrigo,freguesia,7,LOCAL-090000,Guarda,LOCAL-090400,Figueira de Castelo Rodrigo,LOCAL-090408,Figueira de Castelo Rodrigo,Centro
LOCAL-090421,090421,090421,"Freixeda Torrão, Quintã Pêro Martins, Penha Águia",freguesia,7,LOCAL-090000,Guarda,LOCAL-090400,Figueira de Castelo Rodrigo,LOCAL-090421,"Freixeda Torrão, Quintã Pêro Martins, Penha Águia",Centro
LOCAL-090410,090410,090410,Mata de Lobos,freguesia,7,LOCAL-090000,Guarda,LOCAL-090400,Figueira de Castelo Rodrigo,LOCAL-090410,Mata de Lobos,Centro
LOCAL-090415,090415,090415,Vermiosa,freguesia,7,LOCAL-090000,Guarda,LOCAL-090400,Figueira de Castelo Rodrigo,LOCAL-090415,Vermiosa,Centro
LOCAL-090501,090501,090501,Algodres,freguesia,7,LOCAL-090000,Guarda,LOCAL-090500,Fornos de Algodres,LOCAL-090501,Algodres,Centro
LOCAL-090502,090502,090502,Casal Vasco,freguesia,7,LOCAL-090000,Guarda,LOCAL-090500,Fornos de Algodres,LOCAL-090502,Casal Vasco,Centro
LOCAL-090517,090517,090517,Cortiçô e Vila Chã,freguesia,7,LOCAL-090000,Guarda,LOCAL-090500,Fornos de Algodres,LOCAL-090517,Cortiçô e Vila Chã,Centro
LOCAL-090504,090504,090504,Figueiró da Granja,freguesia,7,LOCAL-090000,Guarda,LOCAL-090500,Fornos de Algodres,LOCAL-090504,Figueiró da Granja,Centro
LOCAL-090505,090505,090505,Fornos de Algodres,freguesia,7,LOCAL-090000,Guarda,LOCAL-090500,Fornos de Algodres,LOCAL-090505,Fornos de Algodres,Centro
LOCAL-090507,090507,090507,Infias,freguesia,7,LOCAL-090000,Guarda,LOCAL-090500,Fornos de Algodres,LOCAL-090507,Infias,Centro
LOCAL-090518,090518,090518,"Juncais, Vila Ruiva e Vila Soeiro do Chão",freguesia,7,LOCAL-090000,Guarda,LOCAL-090500,Fornos de Algodres,LOCAL-090518,"Juncais, Vila Ruiva e Vila Soeiro do Chão",Centro
LOCAL-090509,090509,090509,Maceira,freguesia,7,LOCAL-090000,Guarda,LOCAL-090500,Fornos de Algodres,LOCAL-090509,Maceira,Centro
LOCAL-090510,090510,090510,Matança,freguesia,7,LOCAL-090000,Guarda,LOCAL-090500,Fornos de Algodres,LOCAL-090510,Matança,Centro
LOCAL-090511,090511,090511,Muxagata,freguesia,7,LOCAL-090000,Guarda,LOCAL-090500,Fornos de Algodres,LOCAL-090511,Muxagata,Centro
LOCAL-090512,090512,090512,Queiriz,freguesia,7,LOCAL-090000,Guarda,LOCAL-090500,Fornos de Algodres,LOCAL-090512,Queiriz,Centro
LOCAL-090519,090519,090519,Sobral Pichorro e Fuinhas,freguesia,7,LOCAL-090000,Guarda,LOCAL-090500,Fornos de Algodres,LOCAL-090519,Sobral Pichorro e Fuinhas,Centro
LOCAL-090623,090623,090623,Aldeias e Mangualde da Serra,freguesia,7,LOCAL-090000,Guarda,LOCAL-090600,Gouveia,LOCAL-090623,Aldeias e Mangualde da Serra,Centro
LOCAL-090602,090602,090602,Arcozelo,freguesia,7,LOCAL-090000,Guarda,LOCAL-090600,Gouveia,LOCAL-090602,Arcozelo,Centro
LOCAL-090603,090603,090603,Cativelos,freguesia,7,LOCAL-090000,Guarda,LOCAL-090600,Gouveia,LOCAL-090603,Cativelos,Centro
LOCAL-090624,090624,090624,Figueiró da Serra e Freixo da Serra,freguesia,7,LOCAL-090000,Guarda,LOCAL-090600,Gouveia,LOCAL-090624,Figueiró da Serra e Freixo da Serra,Centro
LOCAL-090605,090605,090605,Folgosinho,freguesia,7,LOCAL-090000,Guarda,LOCAL-090600,Gouveia,LOCAL-090605,Folgosinho,Centro
LOCAL-090625,090625,090625,Gouveia,freguesia,7,LOCAL-090000,Guarda,LOCAL-090600,Gouveia,LOCAL-090625,Gouveia,Centro
LOCAL-090626,090626,090626,Melo e Nabais,freguesia,7,LOCAL-090000,Guarda,LOCAL-090600,Gouveia,LOCAL-090626,Melo e Nabais,Centro
LOCAL-090627,090627,090627,Moimenta da Serra e Vinhó,freguesia,7,LOCAL-090000,Guarda,LOCAL-090600,Gouveia,LOCAL-090627,Moimenta da Serra e Vinhó,Centro
LOCAL-090612,090612,090612,Nespereira,freguesia,7,LOCAL-090000,Guarda,LOCAL-090600,Gouveia,LOCAL-090612,Nespereira,Centro
LOCAL-090613,090613,090613,Paços da Serra,freguesia,7,LOCAL-090000,Guarda,LOCAL-090600,Gouveia,LOCAL-090613,Paços da Serra,Centro
LOCAL-090614,090614,090614,Ribamondego,freguesia,7,LOCAL-090000,Guarda,LOCAL-090600,Gouveia,LOCAL-090614,Ribamondego,Centro
LOCAL-090628,090628,090628,Rio Torto e Lagarinhos,freguesia,7,LOCAL-090000,Guarda,LOCAL-090600,Gouveia,LOCAL-090628,Rio Torto e Lagarinhos,Centro
LOCAL-090617,090617,090617,São Paio,freguesia,7,LOCAL-090000,Guarda,LOCAL-090600,Gouveia,LOCAL-090617,São Paio,Centro
LOCAL-090619,090619,090619,Vila Cortês da Serra,freguesia,7,LOCAL-090000,Guarda,LOCAL-090600,Gouveia,LOCAL-090619,Vila Cortês da Serra,Centro
LOCAL-090620,090620,090620,Vila Franca da Serra,freguesia,7,LOCAL-090000,Guarda,LOCAL-090600,Gouveia,LOCAL-090620,Vila Franca da Serra,Centro
LOCAL-090621,090621,090621,Vila Nova de Tazem,freguesia,7,LOCAL-090000,Guarda,LOCAL-090600,Gouveia,LOCAL-090621,Vila Nova de Tazem,Centro
LOCAL-090766,090766,090766,Adão,freguesia,7,LOCAL-090000,Guarda,LOCAL-090700,Guarda,LOCAL-090766,Adão,Centro
LOCAL-090704,090704,090704,Aldeia Viçosa,freguesia,7,LOCAL-090000,Guarda,LOCAL-090700,Guarda,LOCAL-090704,Aldeia Viçosa,Centro
LOCAL-090703,090703,090703,Aldeia do Bispo,freguesia,7,LOCAL-090000,Guarda,LOCAL-090700,Guarda,LOCAL-090703,Aldeia do Bispo,Centro
LOCAL-090705,090705,090705,Alvendre,freguesia,7,LOCAL-090000,Guarda,LOCAL-090700,Guarda,LOCAL-090705,Alvendre,Centro
LOCAL-090706,090706,090706,Arrifana,freguesia,7,LOCAL-090000,Guarda,LOCAL-090700,Guarda,LOCAL-090706,Arrifana,Centro
LOCAL-090708,090708,090708,Avelãs da Ribeira,freguesia,7,LOCAL-090000,Guarda,LOCAL-090700,Guarda,LOCAL-090708,Avelãs da Ribeira,Centro
LOCAL-090761,090761,090761,Avelãs de Ambom e Rocamondo,freguesia,7,LOCAL-090000,Guarda,LOCAL-090700,Guarda,LOCAL-090761,Avelãs de Ambom e Rocamondo,Centro
LOCAL-090709,090709,090709,Benespera,freguesia,7,LOCAL-090000,Guarda,LOCAL-090700,Guarda,LOCAL-090709,Benespera,Centro
LOCAL-090711,090711,090711,Casal de Cinza,freguesia,7,LOCAL-090000,Guarda,LOCAL-090700,Guarda,LOCAL-090711,Casal de Cinza,Centro
LOCAL-090712,090712,090712,Castanheira,freguesia,7,LOCAL-090000,Guarda,LOCAL-090700,Guarda,LOCAL-090712,Castanheira,Centro
LOCAL-090713,090713,090713,Cavadoude,freguesia,7,LOCAL-090000,Guarda,LOCAL-090700,Guarda,LOCAL-090713,Cavadoude,Centro
LOCAL-090714,090714,090714,Codesseiro,freguesia,7,LOCAL-090000,Guarda,LOCAL-090700,Guarda,LOCAL-090714,Codesseiro,Centro
LOCAL-090762,090762,090762,Corujeira e Trinta,freguesia,7,LOCAL-090000,Guarda,LOCAL-090700,Guarda,LOCAL-090762,Corujeira e Trinta,Centro
LOCAL-090716,090716,090716,Faia,freguesia,7,LOCAL-090000,Guarda,LOCAL-090700,Guarda,LOCAL-090716,Faia,Centro
LOCAL-090717,090717,090717,Famalicão,freguesia,7,LOCAL-090000,Guarda,LOCAL-090700,Guarda,LOCAL-090717,Famalicão,Centro
LOCAL-090718,090718,090718,Fernão Joanes,freguesia,7,LOCAL-090000,Guarda,LOCAL-090700,Guarda,LOCAL-090718,Fernão Joanes,Centro
LOCAL-090757,090757,090757,Gonçalo,freguesia,7,LOCAL-090000,Guarda,LOCAL-090700,Guarda,LOCAL-090757,Gonçalo,Centro
LOCAL-090721,090721,090721,Gonçalo Bocas,freguesia,7,LOCAL-090000,Guarda,LOCAL-090700,Guarda,LOCAL-090721,Gonçalo Bocas,Centro
LOCAL-090758,090758,090758,Guarda,freguesia,7,LOCAL-090000,Guarda,LOCAL-090700,Guarda,LOCAL-090758,Guarda,Centro
LOCAL-090759,090759,090759,Jarmelo São Miguel,freguesia,7,LOCAL-090000,Guarda,LOCAL-090700,Guarda,LOCAL-090759,Jarmelo São Miguel,Centro
LOCAL-090760,090760,090760,Jarmelo São Pedro,freguesia,7,LOCAL-090000,Guarda,LOCAL-090700,Guarda,LOCAL-090760,Jarmelo São Pedro,Centro
LOCAL-090722,090722,090722,João Antão,freguesia,7,LOCAL-090000,Guarda,LOCAL-090700,Guarda,LOCAL-090722,João Antão,Centro
LOCAL-090724,090724,090724,Marmeleiro,freguesia,7,LOCAL-090000,Guarda,LOCAL-090700,Guarda,LOCAL-090724,Marmeleiro,Centro
LOCAL-090723,090723,090723,Maçainhas,freguesia,7,LOCAL-090000,Guarda,LOCAL-090700,Guarda,LOCAL-090723,Maçainhas,Centro
LOCAL-090725,090725,090725,Meios,freguesia,7,LOCAL-090000,Guarda,LOCAL-090700,Guarda,LOCAL-090725,Meios,Centro
LOCAL-090763,090763,090763,"Mizarela, Pêro Soares e Vila Soeiro",freguesia,7,LOCAL-090000,Guarda,LOCAL-090700,Guarda,LOCAL-090763,"Mizarela, Pêro Soares e Vila Soeiro",Centro
LOCAL-090728,090728,090728,Panoias de Cima,freguesia,7,LOCAL-090000,Guarda,LOCAL-090700,Guarda,LOCAL-090728,Panoias de Cima,Centro
LOCAL-090729,090729,090729,Pega,freguesia,7,LOCAL-090000,Guarda,LOCAL-090700,Guarda,LOCAL-090729,Pega,Centro
LOCAL-090732,090732,090732,Porto da Carne,freguesia,7,LOCAL-090000,Guarda,LOCAL-090700,Guarda,LOCAL-090732,Porto da Carne,Centro
LOCAL-090764,090764,090764,Pousade e Albardo,freguesia,7,LOCAL-090000,Guarda,LOCAL-090700,Guarda,LOCAL-090764,Pousade e Albardo,Centro
LOCAL-090730,090730,090730,Pêra do Moço,freguesia,7,LOCAL-090000,Guarda,LOCAL-090700,Guarda,LOCAL-090730,Pêra do Moço,Centro
LOCAL-090734,090734,090734,Ramela,freguesia,7,LOCAL-090000,Guarda,LOCAL-090700,Guarda,LOCAL-090734,Ramela,Centro
LOCAL-090765,090765,090765,Rochoso e Monte Margarida,freguesia,7,LOCAL-090000,Guarda,LOCAL-090700,Guarda,LOCAL-090765,Rochoso e Monte Margarida,Centro
LOCAL-090738,090738,090738,Santana da Azinha,freguesia,7,LOCAL-090000,Guarda,LOCAL-090700,Guarda,LOCAL-090738,Santana da Azinha,Centro
LOCAL-090744,090744,090744,Sobral da Serra,freguesia,7,LOCAL-090000,Guarda,LOCAL-090700,Guarda,LOCAL-090744,Sobral da Serra,Centro
LOCAL-090746,090746,090746,Vale de Estrela,freguesia,7,LOCAL-090000,Guarda,LOCAL-090700,Guarda,LOCAL-090746,Vale de Estrela,Centro
LOCAL-090747,090747,090747,Valhelhas,freguesia,7,LOCAL-090000,Guarda,LOCAL-090700,Guarda,LOCAL-090747,Valhelhas,Centro
LOCAL-090748,090748,090748,Vela,freguesia,7,LOCAL-090000,Guarda,LOCAL-090700,Guarda,LOCAL-090748,Vela,Centro
LOCAL-090749,090749,090749,Videmonte,freguesia,7,LOCAL-090000,Guarda,LOCAL-090700,Guarda,LOCAL-090749,Videmonte,Centro
LOCAL-090750,090750,090750,Vila Cortês do Mondego,freguesia,7,LOCAL-090000,Guarda,LOCAL-090700,Guarda,LOCAL-090750,Vila Cortês do Mondego,Centro
LOCAL-090751,090751,090751,Vila Fernando,freguesia,7,LOCAL-090000,Guarda,LOCAL-090700,Guarda,LOCAL-090751,Vila Fernando,Centro
LOCAL-090752,090752,090752,Vila Franca do Deão,freguesia,7,LOCAL-090000,Guarda,LOCAL-090700,Guarda,LOCAL-090752,Vila Franca do Deão,Centro
LOCAL-090753,090753,090753,Vila Garcia,freguesia,7,LOCAL-090000,Guarda,LOCAL-090700,Guarda,LOCAL-090753,Vila Garcia,Centro
LOCAL-090802,090802,090802,Manteigas (Santa Maria),freguesia,7,LOCAL-090000,Guarda,LOCAL-090800,Manteigas,LOCAL-090802,Manteigas (Santa Maria),Centro
LOCAL-090803,090803,090803,Manteigas (São Pedro),freguesia,7,LOCAL-090000,Guarda,LOCAL-090800,Manteigas,LOCAL-090803,Manteigas (São Pedro),Centro
LOCAL-090801,090801,090801,Sameiro,freguesia,7,LOCAL-090000,Guarda,LOCAL-090800,Manteigas,LOCAL-090801,Sameiro,Centro
LOCAL-090804,090804,090804,Vale de Amoreira,freguesia,7,LOCAL-090000,Guarda,LOCAL-090800,Manteigas,LOCAL-090804,Vale de Amoreira,Centro
LOCAL-090901,090901,090901,Aveloso,freguesia,7,LOCAL-090000,Guarda,LOCAL-090900,Mêda,LOCAL-090901,Aveloso,Centro
LOCAL-090902,090902,090902,Barreira,freguesia,7,LOCAL-090000,Guarda,LOCAL-090900,Mêda,LOCAL-090902,Barreira,Centro
LOCAL-090905,090905,090905,Coriscada,freguesia,7,LOCAL-090000,Guarda,LOCAL-090900,Mêda,LOCAL-090905,Coriscada,Centro
LOCAL-090907,090907,090907,Longroiva,freguesia,7,LOCAL-090000,Guarda,LOCAL-090900,Mêda,LOCAL-090907,Longroiva,Centro
LOCAL-090908,090908,090908,Marialva,freguesia,7,LOCAL-090000,Guarda,LOCAL-090900,Mêda,LOCAL-090908,Marialva,Centro
LOCAL-090917,090917,090917,"Mêda, Outeiro de Gatos e Fonte Longa",freguesia,7,LOCAL-090000,Guarda,LOCAL-090900,Mêda,LOCAL-090917,"Mêda, Outeiro de Gatos e Fonte Longa",Centro
LOCAL-090912,090912,090912,Poço do Canto,freguesia,7,LOCAL-090000,Guarda,LOCAL-090900,Mêda,LOCAL-090912,Poço do Canto,Centro
LOCAL-090918,090918,090918,Prova e Casteição,freguesia,7,LOCAL-090000,Guarda,LOCAL-090900,Mêda,LOCAL-090918,Prova e Casteição,Centro
LOCAL-090914,090914,090914,Rabaçal,freguesia,7,LOCAL-090000,Guarda,LOCAL-090900,Mêda,LOCAL-090914,Rabaçal,Centro
LOCAL-090915,090915,090915,Ranhados,freguesia,7,LOCAL-090000,Guarda,LOCAL-090900,Mêda,LOCAL-090915,Ranhados,Centro
LOCAL-090919,090919,090919,"Vale Flor, Carvalhal e Pai Penela",freguesia,7,LOCAL-090000,Guarda,LOCAL-090900,Mêda,LOCAL-090919,"Vale Flor, Carvalhal e Pai Penela",Centro
LOCAL-091028,091028,091028,Agregação das freguesias Sul de Pinhel,freguesia,7,LOCAL-090000,Guarda,LOCAL-091000,Pinhel,LOCAL-091028,Agregação das freguesias Sul de Pinhel,Centro
LOCAL-091032,091032,091032,Alto do Palurdo,freguesia,7,LOCAL-090000,Guarda,LOCAL-091000,Pinhel,LOCAL-091032,Alto do Palurdo,Centro
