territory_code_full,territory_code_numeric,territory_code_ine,name,level,level_code,parent_code,parent_code_numeric,parent_name,municipality_code,municipality_name,district_code,district_code_numeric,district_name,region
LOCAL-110702,110702,110702,Bucelas,freguesia,7,LOCAL-110700,110700,Loures,LOCAL-110700,Loures,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-110731,110731,110731,"Camarate, Unhos e Apelação",freguesia,7,LOCAL-110700,110700,Loures,LOCAL-110700,Loures,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-110705,110705,110705,Fanhões,freguesia,7,LOCAL-110700,110700,Loures,LOCAL-110700,Loures,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-110707,110707,110707,Loures,freguesia,7,LOCAL-110700,110700,Loures,LOCAL-110700,Loures,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-110708,110708,110708,Lousa,freguesia,7,LOCAL-110700,110700,Loures,LOCAL-110700,Loures,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-110726,110726,110726,Moscavide e Portela,freguesia,7,LOCAL-110700,110700,Loures,LOCAL-110700,Loures,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-110727,110727,110727,Sacavém e Prior Velho,freguesia,7,LOCAL-110700,110700,Loures,LOCAL-110700,Loures,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-110728,110728,110728,"Santa Iria de Azoia, São João da Talha e Bobadela",freguesia,7,LOCAL-110700,110700,Loures,LOCAL-110700,Loures,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-110729,110729,110729,Santo Antão e São Julião do Tojal,freguesia,7,LOCAL-110700,110700,Loures,LOCAL-110700,Loures,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-110730,110730,110730,Santo António dos Cavaleiros e Frielas,freguesia,7,LOCAL-110700,110700,Loures,LOCAL-110700,Loures,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-110812,110812,110812,Lourinhã e Atalaia,freguesia,7,LOCAL-110800,110800,Lourinhã,LOCAL-110800,Lourinhã,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-110813,110813,110813,Miragaia e Marteleira,freguesia,7,LOCAL-110800,110800,Lourinhã,LOCAL-110800,Lourinhã,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-110803,110803,110803,Moita dos Ferreiros,freguesia,7,LOCAL-110800,110800,Lourinhã,LOCAL-110800,Lourinhã,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-110805,110805,110805,Reguengo Grande,freguesia,7,LOCAL-110800,110800,Lourinhã,LOCAL-110800,Lourinhã,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-110810,110810,110810,Ribamar,freguesia,7,LOCAL-110800,110800,Lourinhã,LOCAL-110800,Lourinhã,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-110806,110806,110806,Santa Bárbara,freguesia,7,LOCAL-110800,110800,Lourinhã,LOCAL-110800,Lourinhã,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-110814,110814,110814,São Bartolomeu dos Galegos e Moledo,freguesia,7,LOCAL-110800,110800,Lourinhã,LOCAL-110800,Lourinhã,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-110808,110808,110808,Vimeiro,freguesia,7,LOCAL-110800,110800,Lourinhã,LOCAL-110800,Lourinhã,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-110918,110918,110918,Azueira e Sobral da Abelheira,freguesia,7,LOCAL-110900,110900,Mafra,LOCAL-110900,Mafra,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-110902,110902,110902,Carvoeira,freguesia,7,LOCAL-110900,110900,Mafra,LOCAL-110900,Mafra,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-110904,110904,110904,Encarnação,freguesia,7,LOCAL-110900,110900,Mafra,LOCAL-110900,Mafra,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-110919,110919,110919,"Enxara do Bispo, Gradil e Vila Franca do Rosário",freguesia,7,LOCAL-110900,110900,Mafra,LOCAL-110900,Mafra,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-110906,110906,110906,Ericeira,freguesia,7,LOCAL-110900,110900,Mafra,LOCAL-110900,Mafra,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-110920,110920,110920,Igreja Nova e Cheleiros,freguesia,7,LOCAL-110900,110900,Mafra,LOCAL-110900,Mafra,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-110909,110909,110909,Mafra,freguesia,7,LOCAL-110900,110900,Mafra,LOCAL-110900,Mafra,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-110921,110921,110921,Malveira e São Miguel de Alcainça,freguesia,7,LOCAL-110900,110900,Mafra,LOCAL-110900,Mafra,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-110911,110911,110911,Milharado,freguesia,7,LOCAL-110900,110900,Mafra,LOCAL-110900,Mafra,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-110913,110913,110913,Santo Isidoro,freguesia,7,LOCAL-110900,110900,Mafra,LOCAL-110900,Mafra,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-110922,110922,110922,Venda do Pinheiro e Santo Estêvão das Galés,freguesia,7,LOCAL-110900,110900,Mafra,LOCAL-110900,Mafra,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-111603,111603,111603,Odivelas,freguesia,7,LOCAL-111600,111600,Odivelas,LOCAL-111600,Odivelas,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-111608,111608,111608,Pontinha e Famões,freguesia,7,LOCAL-111600,111600,Odivelas,LOCAL-111600,Odivelas,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-111609,111609,111609,Póvoa de Santo Adrião e Olival Basto,freguesia,7,LOCAL-111600,111600,Odivelas,LOCAL-111600,Odivelas,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-111610,111610,111610,Ramada e Caneças,freguesia,7,LOCAL-111600,111600,Odivelas,LOCAL-111600,Odivelas,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-111012,111012,111012,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",freguesia,7,LOCAL-111000,111000,Oeiras,LOCAL-111000,Oeiras,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-111002,111002,111002,Barcarena,freguesia,7,LOCAL-111000,111000,Oeiras,LOCAL-111000,Oeiras,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-111013,111013,111013,Carnaxide e Queijas,freguesia,7,LOCAL-111000,111000,Oeiras,LOCAL-111000,Oeiras,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-111014,111014,111014,"Oeiras e S.Julião da Barra, Paço de Arcos e Caxias",freguesia,7,LOCAL-111000,111000,Oeiras,LOCAL-111000,Oeiras,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-111009,111009,111009,Porto Salvo,freguesia,7,LOCAL-111000,111000,Oeiras,LOCAL-111000,Oeiras,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-111122,111122,111122,Agualva e Mira-Sintra,freguesia,7,LOCAL-111100,111100,Sintra,LOCAL-111100,Sintra,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-111102,111102,111102,Algueirão-Mem Martins,freguesia,7,LOCAL-111100,111100,Sintra,LOCAL-111100,Sintra,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-111123,111123,111123,"Almargem do Bispo, Pêro Pinheiro e Montelavar",freguesia,7,LOCAL-111100,111100,Sintra,LOCAL-111100,Sintra,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-111124,111124,111124,Cacém e São Marcos,freguesia,7,LOCAL-111100,111100,Sintra,LOCAL-111100,Sintra,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-111115,111115,111115,Casal de Cambra,freguesia,7,LOCAL-111100,111100,Sintra,LOCAL-111100,Sintra,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-111105,111105,111105,Colares,freguesia,7,LOCAL-111100,111100,Sintra,LOCAL-111100,Sintra,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-111125,111125,111125,Massamá e Monte Abraão,freguesia,7,LOCAL-111100,111100,Sintra,LOCAL-111100,Sintra,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-111126,111126,111126,Queluz e Belas,freguesia,7,LOCAL-111100,111100,Sintra,LOCAL-111100,Sintra,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-111108,111108,111108,Rio de Mouro,freguesia,7,LOCAL-111100,111100,Sintra,LOCAL-111100,Sintra,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-111128,111128,111128,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",freguesia,7,LOCAL-111100,111100,Sintra,LOCAL-111100,Sintra,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-111127,111127,111127,São João das Lampas e Terrugem,freguesia,7,LOCAL-111100,111100,Sintra,LOCAL-111100,Sintra,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-111201,111201,111201,Santo Quintino,freguesia,7,LOCAL-111200,111200,Sobral de Monte Agraço,LOCAL-111200,Sobral de Monte Agraço,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-111202,111202,111202,Sapataria,freguesia,7,LOCAL-111200,111200,Sobral de Monte Agraço,LOCAL-111200,Sobral de Monte Agraço,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-111203,111203,111203,Sobral de Monte Agraço,freguesia,7,LOCAL-111200,111200,Sobral de Monte Agraço,LOCAL-111200,Sobral de Monte Agraço,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-111321,111321,111321,A dos Cunhados e Maceira,freguesia,7,LOCAL-111300,111300,Torres Vedras,LOCAL-111300,Torres Vedras,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-111322,111322,111322,Campelos e Outeiro da Cabeça,freguesia,7,LOCAL-111300,111300,Torres Vedras,LOCAL-111300,Torres Vedras,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-111323,111323,111323,Carvoeira e Carmões,freguesia,7,LOCAL-111300,111300,Torres Vedras,LOCAL-111300,Torres Vedras,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-111324,111324,111324,Dois Portos e Runa,freguesia,7,LOCAL-111300,111300,Torres Vedras,LOCAL-111300,Torres Vedras,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-111306,111306,111306,Freiria,freguesia,7,LOCAL-111300,111300,Torres Vedras,LOCAL-111300,Torres Vedras,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-111325,111325,111325,Maxial e Monte Redondo,freguesia,7,LOCAL-111300,111300,Torres Vedras,LOCAL-111300,Torres Vedras,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-111310,111310,111310,Ponte do Rol,freguesia,7,LOCAL-111300,111300,Torres Vedras,LOCAL-111300,Torres Vedras,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-111311,111311,111311,Ramalhal,freguesia,7,LOCAL-111300,111300,Torres Vedras,LOCAL-111300,Torres Vedras,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-111326,111326,111326,"Santa Maria, São Pedro e Matacães",freguesia,7,LOCAL-111300,111300,Torres Vedras,LOCAL-111300,Torres Vedras,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-111316,111316,111316,Silveira,freguesia,7,LOCAL-111300,111300,Torres Vedras,LOCAL-111300,Torres Vedras,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-111314,111314,111314,São Pedro da Cadeira,freguesia,7,LOCAL-111300,111300,Torres Vedras,LOCAL-111300,Torres Vedras,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-111317,111317,111317,Turcifal,freguesia,7,LOCAL-111300,111300,Torres Vedras,LOCAL-111300,Torres Vedras,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-111318,111318,111318,Ventosa,freguesia,7,LOCAL-111300,111300,Torres Vedras,LOCAL-111300,Torres Vedras,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-111412,111412,111412,"Alhandra, São João dos Montes e Calhandriz",freguesia,7,LOCAL-111400,111400,Vila Franca de Xira,LOCAL-111400,Vila Franca de Xira,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-111413,111413,111413,Alverca do Ribatejo e Sobralinho,freguesia,7,LOCAL-111400,111400,Vila Franca de Xira,LOCAL-111400,Vila Franca de Xira,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-111414,111414,111414,Castanheira do Ribatejo e Cachoeiras,freguesia,7,LOCAL-111400,111400,Vila Franca de Xira,LOCAL-111400,Vila Franca de Xira,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-111415,111415,111415,Póvoa de Santa Iria e Forte da Casa,freguesia,7,LOCAL-111400,111400,Vila Franca de Xira,LOCAL-111400,Vila Franca de Xira,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-111408,111408,111408,Vialonga,freguesia,7,LOCAL-111400,111400,Vila Franca de Xira,LOCAL-111400,Vila Franca de Xira,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-111409,111409,111409,Vila Franca de Xira,freguesia,7,LOCAL-111400,111400,Vila Franca de Xira,LOCAL-111400,Vila Franca de Xira,LOCAL-110000,110000,Lisboa,Área Metropolitana de Lisboa
LOCAL-310101,310101,310101,Arco da Calheta,freguesia,7,LOCAL-310100,310100,Calheta,LOCAL-310100,Calheta,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310102,310102,310102,Calheta,freguesia,7,LOCAL-310100,310100,Calheta,LOCAL-310100,Calheta,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310103,310103,310103,Estreito da Calheta,freguesia,7,LOCAL-310100,310100,Calheta,LOCAL-310100,Calheta,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310104,310104,310104,Fajã da Ovelha,freguesia,7,LOCAL-310100,310100,Calheta,LOCAL-310100,Calheta,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310105,310105,310105,Jardim do Mar,freguesia,7,LOCAL-310100,310100,Calheta,LOCAL-310100,Calheta,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310106,310106,310106,Paul do Mar,freguesia,7,LOCAL-310100,310100,Calheta,LOCAL-310100,Calheta,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310107,310107,310107,Ponta do Pargo,freguesia,7,LOCAL-310100,310100,Calheta,LOCAL-310100,Calheta,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310108,310108,310108,Prazeres,freguesia,7,LOCAL-310100,310100,Calheta,LOCAL-310100,Calheta,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310202,310202,310202,Curral das Freiras,freguesia,7,LOCAL-310200,310200,Câmara de Lobos,LOCAL-310200,Câmara de Lobos,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310201,310201,310201,Câmara de Lobos,freguesia,7,LOCAL-310200,310200,Câmara de Lobos,LOCAL-310200,Câmara de Lobos,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310203,310203,310203,Estreito de Câmara de Lobos,freguesia,7,LOCAL-310200,310200,Câmara de Lobos,LOCAL-310200,Câmara de Lobos,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310205,310205,310205,Jardim da Serra,freguesia,7,LOCAL-310200,310200,Câmara de Lobos,LOCAL-310200,Câmara de Lobos,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310204,310204,310204,Quinta Grande,freguesia,7,LOCAL-310200,310200,Câmara de Lobos,LOCAL-310200,Câmara de Lobos,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310303,310303,310303,Funchal (Santa Luzia),freguesia,7,LOCAL-310300,310300,Funchal,LOCAL-310300,Funchal,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310304,310304,310304,Funchal (Santa Maria Maior),freguesia,7,LOCAL-310300,310300,Funchal,LOCAL-310300,Funchal,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310308,310308,310308,Funchal (São Pedro),freguesia,7,LOCAL-310300,310300,Funchal,LOCAL-310300,Funchal,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310310,310310,310310,Funchal (Sé),freguesia,7,LOCAL-310300,310300,Funchal,LOCAL-310300,Funchal,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310301,310301,310301,Imaculado Coração de Maria,freguesia,7,LOCAL-310300,310300,Funchal,LOCAL-310300,Funchal,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310302,310302,310302,Monte,freguesia,7,LOCAL-310300,310300,Funchal,LOCAL-310300,Funchal,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310305,310305,310305,Santo António,freguesia,7,LOCAL-310300,310300,Funchal,LOCAL-310300,Funchal,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310306,310306,310306,São Gonçalo,freguesia,7,LOCAL-310300,310300,Funchal,LOCAL-310300,Funchal,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310307,310307,310307,São Martinho,freguesia,7,LOCAL-310300,310300,Funchal,LOCAL-310300,Funchal,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310309,310309,310309,São Roque,freguesia,7,LOCAL-310300,310300,Funchal,LOCAL-310300,Funchal,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310402,310402,310402,Caniçal,freguesia,7,LOCAL-310400,310400,Machico,LOCAL-310400,Machico,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310403,310403,310403,Machico,freguesia,7,LOCAL-310400,310400,Machico,LOCAL-310400,Machico,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310404,310404,310404,Porto da Cruz,freguesia,7,LOCAL-310400,310400,Machico,LOCAL-310400,Machico,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310405,310405,310405,Santo António da Serra,freguesia,7,LOCAL-310400,310400,Machico,LOCAL-310400,Machico,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310401,310401,310401,Água de Pena,freguesia,7,LOCAL-310400,310400,Machico,LOCAL-310400,Machico,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310501,310501,310501,Canhas,freguesia,7,LOCAL-310500,310500,Ponta do Sol,LOCAL-310500,Ponta do Sol,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310502,310502,310502,Madalena do Mar,freguesia,7,LOCAL-310500,310500,Ponta do Sol,LOCAL-310500,Ponta do Sol,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310503,310503,310503,Ponta do Sol,freguesia,7,LOCAL-310500,310500,Ponta do Sol,LOCAL-310500,Ponta do Sol,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310601,310601,310601,Achadas da Cruz,freguesia,7,LOCAL-310600,310600,Porto Moniz,LOCAL-310600,Porto Moniz,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310602,310602,310602,Porto Moniz,freguesia,7,LOCAL-310600,310600,Porto Moniz,LOCAL-310600,Porto Moniz,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310603,310603,310603,Ribeira da Janela,freguesia,7,LOCAL-310600,310600,Porto Moniz,LOCAL-310600,Porto Moniz,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310604,310604,310604,Seixal,freguesia,7,LOCAL-310600,310600,Porto Moniz,LOCAL-310600,Porto Moniz,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-320101,320101,320101,Porto Santo,freguesia,7,LOCAL-320100,320100,Porto Santo,LOCAL-320100,Porto Santo,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310701,310701,310701,Campanário,freguesia,7,LOCAL-310700,310700,Ribeira Brava,LOCAL-310700,Ribeira Brava,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310702,310702,310702,Ribeira Brava,freguesia,7,LOCAL-310700,310700,Ribeira Brava,LOCAL-310700,Ribeira Brava,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310703,310703,310703,Serra de Água,freguesia,7,LOCAL-310700,310700,Ribeira Brava,LOCAL-310700,Ribeira Brava,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310704,310704,310704,Tabua,freguesia,7,LOCAL-310700,310700,Ribeira Brava,LOCAL-310700,Ribeira Brava,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310802,310802,310802,Camacha,freguesia,7,LOCAL-310800,310800,Santa Cruz,LOCAL-310800,Santa Cruz,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310803,310803,310803,Caniço,freguesia,7,LOCAL-310800,310800,Santa Cruz,LOCAL-310800,Santa Cruz,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310804,310804,310804,Gaula,freguesia,7,LOCAL-310800,310800,Santa Cruz,LOCAL-310800,Santa Cruz,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310805,310805,310805,Santa Cruz,freguesia,7,LOCAL-310800,310800,Santa Cruz,LOCAL-310800,Santa Cruz,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310806,310806,310806,Santo António da Serra,freguesia,7,LOCAL-310800,310800,Santa Cruz,LOCAL-310800,Santa Cruz,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310901,310901,310901,Arco de São Jorge,freguesia,7,LOCAL-310900,310900,Santana,LOCAL-310900,Santana,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310902,310902,310902,Faial,freguesia,7,LOCAL-310900,310900,Santana,LOCAL-310900,Santana,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310906,310906,310906,Ilha,freguesia,7,LOCAL-310900,310900,Santana,LOCAL-310900,Santana,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310903,310903,310903,Santana,freguesia,7,LOCAL-310900,310900,Santana,LOCAL-310900,Santana,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310904,310904,310904,São Jorge,freguesia,7,LOCAL-310900,310900,Santana,LOCAL-310900,Santana,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-310905,310905,310905,São Roque do Faial,freguesia,7,LOCAL-310900,310900,Santana,LOCAL-310900,Santana,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-311001,311001,311001,Boa Ventura,freguesia,7,LOCAL-311000,311000,São Vicente,LOCAL-311000,São Vicente,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-311002,311002,311002,Ponta Delgada,freguesia,7,LOCAL-311000,311000,São Vicente,LOCAL-311000,São Vicente,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-311003,311003,311003,São Vicente,freguesia,7,LOCAL-311000,311000,São Vicente,LOCAL-311000,São Vicente,LOCAL-300000,300000,Madeira,Região Autónoma da Madeira
LOCAL-120101,120101,120101,Alter do Chão,freguesia,7,LOCAL-120100,120100,Alter do Chão,LOCAL-120100,Alter do Chão,LOCAL-120000,120000,Portalegre,Alentejo
LOCAL-120102,120102,120102,Chancelaria,freguesia,7,LOCAL-120100,120100,Alter do Chão,LOCAL-120100,Alter do Chão,LOCAL-120000,120000,Portalegre,Alentejo
LOCAL-120104,120104,120104,Cunheira,freguesia,7,LOCAL-120100,120100,Alter do Chão,LOCAL-120100,Alter do Chão,LOCAL-120000,120000,Portalegre,Alentejo
LOCAL-120103,120103,120103,Seda,freguesia,7,LOCAL-120100,120100,Alter do Chão,LOCAL-120100,Alter do Chão,LOCAL-120000,120000,Portalegre,Alentejo
LOCAL-120201,120201,120201,Assunção,freguesia,7,LOCAL-120200,120200,Arronches,LOCAL-120200,Arronches,LOCAL-120000,120000,Portalegre,Alentejo
LOCAL-120202,120202,120202,Esperança,freguesia,7,LOCAL-120200,120200,Arronches,LOCAL-120200,Arronches,LOCAL-120000,120000,Portalegre,Alentejo
LOCAL-120203,120203,120203,Mosteiros,freguesia,7,LOCAL-120200,120200,Arronches,LOCAL-120200,Arronches,LOCAL-120000,120000,Portalegre,Alentejo
